Change Date,Old,New,New Company Name
2023-08-17,RMED,VTAK,Catheter Precision Inc
2023-08-18,HMAC,ABLV,Able View Global Inc
2023-08-22,YVR,YVRLF,Liquid Media Group Ltd.
2023-08-23,AMOT,ALNT,Allient Inc
2023-08-24,AURC,BETR,Better Home & Finance Holding Co.
2023-08-24,GMVDW,GMVWF,G Medical Innovations Holdings Ltd.
2023-08-28,FWAC,BEEP,Mobile Infrastructure Corp
2023-08-28,PNAC,NCNCF,Noco-noco Inc
2023-08-29,ABC,COR,Cencora Inc
2023-08-29,MNK,MNKTQ,Mallinckrodt PLC
2023-08-29,OIG,OIGBQ,Orbital Infrastructure Group Inc
2023-08-31,SCHN,RDUS,Radius Recycling
2023-09-05,UTME,WTO,Utime Ltd.
2023-09-07,BVXV,SCNI,Scinai Immunotherapeutics Ltd.
2023-09-07,AZYO,ELUT,Elutia Inc
2023-09-08,LOV,LOVLY,Spark Networks Se
2023-09-08,BTB,BETSF,Bit Brother Ltd.
2023-09-08,ADMP,DMKPQ,Dmk Pharmaceuticals Corp
2023-09-11,SLGG,SLE,Super League Enterprise Inc
2023-09-12,MGTA,DNTH,Dianthus Therapeutics Inc
2023-09-12,RCLF,MDAI,Spectral Ai Inc
2023-09-13,FLAG,CLDI,Calidi Biotherapeutics Inc
2023-09-15,OFC,CDP,Copt Defense Properties
2023-09-15,JUPW,SHOT,Safety Shot Inc
2023-09-18,TKAT,MI,Nft Ltd.
2023-09-19,ZEV,ZEVY,Lightning Emotors Inc
2023-09-21,ABML,ABAT,American Battery Technology Co.
2023-09-21,DTOC,AONC,American Oncology Network Inc
2023-09-21,VHNA,RDZN,Roadzen Inc
2023-09-25,CTIB,YHGJ,Yunhong Green Cti Ltd.
2023-09-25,HILS,THAR,Tharimmune Inc
2023-09-25,MURF,CDT,Conduit Pharmaceuticals Inc
2023-09-25,SUNL.WS,SULWQ,Sunlight Financial Holdings Inc
2023-09-26,DMS,DMSL,Digital Media Solutions Inc
2023-09-28,GFOR,NKGN,Nkgen Biotech Inc
2023-09-28,NASDAQ,SGD,Safe & Green Development Corp
2023-09-29,METX,BTCT,Btc Digital Ltd.
2023-09-29,MCLDP,MCLPF,Mcloud Technologies Corp
2023-09-29,MCLDW,MCLWF,Mcloud Technologies Corp
2023-10-02,ANZU,COCH,Envoy Medical Inc
2023-10-02,UPTD,ESLA,Estrella Immunopharma Inc
2023-10-02,KLG.W,KLG,Wk Kellogg Co.
2023-10-02,SSU.WS,SSUTF,Signa Sports United Nv
2023-10-03,SDC,SDCCQ,Smiledirectclub Inc
2023-10-05,VQS,VQSSF,Viq Solutions Inc
2023-10-06,FZT,FBYD,Falcon's Beyond Global Inc
2023-10-09,VEDU,GV,Visionary Holdings Inc
2023-10-10,SSU,SSUNF,Signa Sports United Nv
2023-10-11,AATP,ATPC,Agape Atp Corp
2023-10-13,BTWN,MNY,Moneyhero Ltd.
2023-10-17,VBLT,NTBLQ,Notable Labs Ltd.
2023-10-17,RAD,RADCQ,Rite Aid Corp
2023-10-17,NCR,VYX,Ncr Voyix Corp
2023-10-19,SFT,SFTGQ,Shift Technologies Inc
2023-10-20,PCCT,SPEC,Spectaire Holdings Inc
2023-10-20,TALS,TRML,Tourmaline Bio Inc
2023-10-26,AKU,AKUMQ,Akumin Inc
2023-10-27,SFR,SFRT,Appreciate Holdings Inc
2023-10-30,GLG,BYU,Baiyu Holdings Inc
2023-10-31,CBIO,GYRE,Gyre Therapeutics Inc
2023-11-01,BNMV,ROII,Riskon International Inc
2023-11-01,NLS,BFXXQ,Bowflex Inc
2023-11-01,FRBN,ENGN,Engene Holdings Inc
2023-11-02,PCYG,TRAK,Repositrak Inc
2023-11-03,ASPA,CAUD,Collective Audience Inc
2023-11-03,TRCA,CREV,Carbon Revolution Public Ltd Co.
2023-11-06,OSTK,BYON,Beyond Inc
2023-11-06,FREQ,KRRO,Korro Bio Inc
2023-11-06,AMAO,RMCO,Royalty Management Holding Corp
2023-11-07,VACC,BRNS,Barinthus Biotherapeutics PLC
2023-11-08,WWAC,AERT,Aeries Technology Inc
2023-11-08,DKDCA,ONMD,Onemednet Corp
2023-11-08,OLIT,OPTX,Syntec Optics Holdings Inc
2023-11-08,WE,WEWKQ,Wework Inc
2023-11-09,GSMG,CHR,Cheer Holding Inc
2023-11-13,TIO,TIOG,Tingo Group Inc
2023-11-13,SQL,ATLN,Atlantic International Corp
2023-11-14,SELB,RNAC,Cartesian Therapeutics Inc
2023-11-15,PYR,PYRGF,Pyrogenesis Canada Inc
2023-11-16,JGGC,CAPT,Captivision Inc
2023-11-16,MF,MFLTF,Missfresh Ltd.
2023-11-17,MOXC,ABTS,Abits Group Inc
2023-11-28,AGLE,SYRE,Spyre Therapeutics Inc
2023-11-30,CFFE,XBP,Xbp Europe Holdings Inc
2023-12-01,WS.W,WS,Worthington Steel Inc
2023-12-04,PACI,SOAR,Volato Group Inc
2023-12-07,VCXA,AAGR,African Agriculture Holdings Inc
2023-12-11,MOBV,SVUHF,Srivaru Holding Ltd.
2023-12-11,UPH,UPHL,Uphealth Inc
2023-12-13,GEHI,MYND,Myndai Inc
2023-12-13,EFHT,ECDA,Ecd Automotive Design Inc
2023-12-13,ELIQ.WS,ELIWQ,Electriq Power Holdings Inc
2023-12-14,ELIQW,ELIWQ,Electriq Power Holdings Inc
2023-12-15,VII,BNZI,Banzai International Inc
2023-12-15,TRKAW,TRKWQ,Troika Media Group Inc
2023-12-18,NIR,NIRLQ,Near Intelligence Inc
2023-12-19,NLTX,NGNE,Neurogene Inc
2023-12-19,NETC,VSTE,Vast Renewables Ltd.
2023-12-20,HCDIP,HCDPQ,Harbor Custom Development Inc
2023-12-20,HCDIW,HCDWQ,Harbor Custom Development Inc
2023-12-20,HCDIZ,HCDZQ,Harbor Custom Development Inc
2023-12-20,SMAP,MSAI,Multisensor Ai Holdings Inc
2023-12-21,NOGNW,NOGWQ,Nogin Inc
2023-12-22,BWV,ONCO,Onconetix Inc
2023-12-22,PRSR,LDTC,Leddartech Holdings Inc
2023-12-22,CLAY,MOBX,Mobix Labs Inc
2023-12-22,DUNE,HGAS,Global Gas Corp
2023-12-22,BYTS,AISP,Airship Ai Holdings Inc
2023-12-26,CLIN,ALCE,Alternus Clean Energy Inc
2023-12-26,ID,IDICQ,Parts Id Inc
2023-12-26,BRLI,NUKK,Nukkleus Inc
2023-12-28,EGGF,FLYX,Flyexclusive Inc
2023-12-29,IOAC,ZCAR,Zoomcar Holdings Inc
2024-01-02,BYN,PNST,Pinstripes Holdings Inc
2024-01-08,ADEX,GRDI,Griid Infrastructure Inc
2024-01-08,LMDXW,LMDWF,Lumiradx Ltd.
2024-01-10,ACRX,TLPH,Talphera Inc
2024-01-10,TRMR,NEXN,Nexxen International Ltd.
2024-01-10,TEDU,TCTM,Tctm Kids It Education Inc
2024-01-16,PTHR,HOVR,New Horizon Aircraft Ltd.
2024-01-17,LAZY,GORV,Lazydays Holdings Inc
2024-01-19,NFTG,GXAI,Gaxosai Inc
2024-01-23,GSD,GSDI,Global System Dynamics Inc
2024-01-25,LIZI,SOGP,Sound Group Inc
2024-01-25,GOL,GOLLQ,Gol Intelligent Airlines Inc
2024-01-26,NCAC,PBM,Psyence Biomedical Ltd.
2024-01-29,BHG,NEUE,Neuehealth Inc
2024-01-30,RWLK,LFWD,Lifeward Ltd.
2024-01-30,PBTS,XTKG,X3 Holdings Co Ltd.
2024-02-01,ADES,ARQ,Arq Inc
2024-02-01,CDAY,DAY,Dayforce Inc
2024-02-01,DMAQ,TRUG,Trugolf Holdings Inc
2024-02-05,NUBI,STI,Solidion Technology Inc
2024-02-06,DMK,DMKPQ,Dmk Pharmaceuticals Corp
2024-02-06,NHWK,SCPX,Scorpius Holdings Inc
2024-02-08,YGF,YGFGF,Yangufang International Group Co Ltd.
2024-02-08,OXUS,BRLS,Borealis Foods Inc
2024-02-09,ATAK,DHAI,Dih Holding Us Inc
2024-02-09,KERN,GRYP,Gryphon Digital Mining Inc
2024-02-09,SFE,SFES,Safeguard Scientifics Inc
2024-02-12,AEY,AEYGQ,Addvantage Technologies Group Inc
2024-02-12,QFTA,ATCH,Atlasclear Holdings Inc
2024-02-13,SEAS,PRKS,United Parks & Resorts Inc
2024-02-15,PBAX,CERO,Cero Therapeutics Holdings Inc
2024-02-15,FLME,SOC,Sable Offshore Corp
2024-02-15,LGST,TVGN,Tevogen Bio Holdings Inc
2024-02-16,CHEA,SELX,Semilux International Ltd.
2024-02-20,JT,JTCHY,Jianpu Technology Inc
2024-02-23,LCAA,LOT,Lotus Technology Inc
2024-02-26,AMEH,ASTH,Astrana Health Inc
2024-02-27,TMST,MTUS,Metallus Inc
2024-02-27,ROI,ROII,Riskon International Inc
2024-02-28,SZZL,CRML,Critical Metals Corp
2024-02-29,POL,POLCQ,Polishedcom Inc
2024-03-01,ARIZ,FUFU,Bitfufu Inc
2024-03-04,BFX,BFXXQ,Bowflex Inc
2024-03-04,BODY,BODI,Beachbody Company Inc
2024-03-04,PEAK,DOC,Healthpeak Properties Inc
2024-03-04,CPSI,TBRG,Trubridge Inc
2024-03-05,GIA,QTIH,Qt Imaging Holdings Inc
2024-03-12,LBBB,NMHI,Nature's Miracle Holding Inc
2024-03-13,SASI,NTRP,Nexttrip Inc
2024-03-13,INPX,XTIA,Xti Aerospace Inc
2024-03-14,ESAC,ZEO,Zeo Energy Corp
2024-03-15,XPDB,AIRJ,Airjoule Technologies Corp
2024-03-15,DHCA,BNAI,Brand Engagement Network Inc
2024-03-15,CYT,CYTT,Cyteir Therapeutics Inc
2024-03-15,ENCP,GTI,Graphjet Technology
2024-03-18,PUYI,HPH,Highest Performances Holdings Inc
2024-03-19,SVFD,NITO,N2off Inc
2024-03-21,HCMA,MRNO,Murano Global Investments PLC
2024-03-22,KIQ,KIQSF,Kelso Technologies Inc
2024-03-22,VJET,VJTTY,Voxeljet Ag
2024-03-22,GRPH,LENZ,Lenz Therapeutics Inc
2024-03-22,ADOC,COOT,Australian Oilseeds Holdings Ltd.
2024-03-25,FLT,CPAY,Corpay Inc
2024-03-25,FSR,FSRNQ,Fisker Inc
2024-03-26,DWAC,DJT,Trump Media & Technology Group Corp
2024-03-26,FIXX,QTTB,Q32 Bio Inc
2024-03-27,AGE,SER,Serina Therapeutics Inc
2024-03-27,CNDB,GCTS,Gct Semiconductor Holding Inc
2024-03-28,TWOA,LPA,Logistic Properties Of The Americas
2024-04-01,CVCY,CWBC,Community West Bancshares
2024-04-01,OSAAW,OSPWQ,Prosomnus Inc
2024-04-01,WNNR,ZPTA,Zapata Computing Holdings Inc
2024-04-02,GEV.W,GEV,Ge Vernova Inc
2024-04-02,WETG,NXTT,Next Technology Holding Inc
2024-04-02,OSAPW,OSPWQ,Prosomnus Inc
2024-04-03,ONTX,TRAW,Traws Pharma Inc
2024-04-03,APAC,FAAS,Digiasia Corp
2024-04-04,VIEWW,VIWWQ,View Inc
2024-04-04,ASCA,NIVF,Newgenivf Group Ltd.
2024-04-04,CASA,CASSQ,Casa Systems Inc
2024-04-04,AAU,AAUAF,Almaden Minerals Ltd.
2024-04-05,KYCH,ZOOZ,Zooz Power Ltd.
2024-04-08,STRC,PDYN,Palladyne Ai Corp
2024-04-12,STIXW,STWWF,Semantix Inc
2024-04-15,CNXA,YYAI,Connexa Sports Technologies Inc
2024-04-17,ARRW,AILEQ,Ilearningengines Inc
2024-04-17,OSA,OSAPQ,Prosomnus Inc
2024-04-18,CBD,CBDBY,Brazilian Distribution Co Companhia Brasileira De Distr Cbd
2024-04-18,MDGS,XYLO,Xylo Technologies Ltd.
2024-04-18,GGE,GGEI,Green Giant Inc
2024-04-19,DCFCW,DCFWQ,Tritium Dcfc Ltd.
2024-04-19,XLYO,XYLO,Xylo Technologies Ltd.
2024-04-25,AIBBR,AACRF,Ps International Group Ltd.
2024-04-30,FUV,FUVV,Arcimoto Inc
2024-05-01,PGSS,SHMD,Schmid Group Nv
2024-05-02,LGVC,NUVOQ,Holdco Nuvo Group Dg Ltd.
2024-05-02,LGVCW,NUVWQ,Holdco Nuvo Group Dg Ltd.
2024-05-03,CONX,CNXX,Conx Corp
2024-05-08,AIB,PSIG,Ps International Group Ltd.
2024-05-09,FRRVY,FER,Ferrovial Se
2024-05-10,ALCC,OKLO,Oklo Inc
2024-05-13,WISH,LOGC,Contextlogic Inc
2024-05-14,SCRM,LION,Lionsgate Studios Corp
2024-05-15,CPG,VRN,Veren Inc
2024-05-16,CLVR,CLVV,Clever Leaves Holdings Inc
2024-05-17,FWBI,ENTO,Entero Therapeutics Inc
2024-05-20,BRP,BWIN,Baldwin Insurance Group Inc
2024-05-20,CNHI,CNH,Cnh Industrial Nv
2024-05-20,AIH,PAIYY,Aesthetic Medical International Holdings Group Ltd.
2024-05-28,YS,LSB,Lakeshore Biopharma Co Ltd.
2024-05-28,AUVIP,AUVPQ,Applied Uv Inc
2024-05-30,FLJ,XHG,Xchange Tecinc
2024-05-30,INXBV,INBX,Inhibrx Biosciences Inc
2024-05-31,INXB,INBX,Inhibrx Biosciences Inc
2024-06-05,LIFE,ATYR,Atyr Pharma Inc
2024-06-06,SSNT,QXO,Qxo Inc
2024-06-06,SEQL,ATLN,Atlantic International Corp
2024-06-07,PLTN,DSY,Big Tree Cloud Holdings Ltd.
2024-06-07,RBT,RBTC,Rubicon Technologies Inc
2024-06-10,OCN,ONIT,Onity Group Inc
2024-06-21,AVRO,TECX,Tectonic Therapeutic Inc
2024-06-24,RWOD,KLTO,Klotho Neurosciences Inc
2024-06-24,FLFV,AIEV,Thunder Power Holdings Inc
2024-06-25,DHAC,VSEE,Vsee Health Inc
2024-07-01,BWAQ,TOYO,Toyo Co Ltd.
2024-07-01,BITE,ABVE,Above Food Ingredients Inc
2024-07-01,PWFL,AIOT,Powerfleet Inc
2024-07-01,DLA,DLAPQ,Delta Apparel Inc
2024-07-01,TNP,TEN,Tsakos Energy Navigation Ltd.
2024-07-09,GPAC,SDST,Stardust Power Inc
2024-07-10,CHAA,CGBS,Crown Lng Holdings Ltd.
2024-07-15,JAN,ALTS,Alt5 Sigma Corp
2024-07-15,EURN,CMBT,Cmbtech Nv
2024-07-15,MCAC,CNTM,Connectm Technology Solutions Inc
2024-07-16,SHPWW,SHPSQ,Shapeways Holdings Inc
2024-07-18,HYW,STEC,Santech Holdings Ltd.
2024-07-24,MYMD,TNFA,Tnf Pharmaceuticals Inc
2024-07-30,PEGR,PITA,Heramba Electric PLC
2024-08-01,ARYD,ADGM,Adagio Medical Holdings Inc
2024-08-01,CETU,MKDW,Mkdwell Tech Inc
2024-08-01,SEG.W,SEG,Seaport Entertainment Group Inc
2024-08-01,SMLP,SMC,Summit Midstream Corp
2024-08-01,VWE,VWESQ,Vintage Wine Estates Inc
2024-08-05,TRIS,HPAI,Helport Ai Ltd.
2024-08-05,PNM,TXNM,Txnm Energy Inc
2024-08-06,UCBI,UCB,United Community Banks Inc
2024-08-07,CEI,CEIN,Camber Energy Inc
2024-08-08,TENK,CTOR,Citius Oncology Inc
2024-08-09,LL,LLFLQ,Ll Flooring Holdings Inc
2024-08-09,CUBWU,CUB,Lionheart Holdings
2024-08-09,AEZS,CSCI,Cosciens Biopharma Inc
2024-08-12,QLI,BGM,Bgm Group Ltd.
2024-08-13,WAVD,AIFF,Firefly Neuroscience Inc
2024-08-14,GAMC,BSLK,Bolt Projects Holdings Inc
2024-08-15,HUGE,QNTM,Quantum Biopharma Ltd.
2024-08-16,AACI,RZLV,Rezolve Ai Ltd.
2024-08-16,MACA,SLXN,Silexion Therapeutics Corp
2024-08-22,GPS,GAP,Gap Inc
2024-08-26,CPLP,CCEC,Capital Clean Energy Carriers Corp
2024-08-28,ICD,ICDI,Independence Contract Drilling Inc
2024-08-30,NUVOW,NUVWQ,Holdco Nuvo Group Dg Ltd.
2024-08-30,IFIN,CURR,Currenc Group Inc
2024-09-03,ABIO,ORKA,Oruka Therapeutics Inc
2024-09-04,RSTN,GIFT,Giftify Inc
2024-09-06,BNRE,BNT,Brookfield Wealth Solutions Ltd.
2024-09-09,BIG,BIGGQ,Big Lots Inc
2024-09-09,DRQ,INVX,Innovex International Inc
2024-09-09,MICS,RIME,Algorhythm Holdings Inc
2024-09-10,AULT,GPUS,Hyperscale Data Inc
2024-09-11,GIGGU,GIG,Gigcapital7 Corp
2024-09-12,SOI,SEI,Solaris Energy Infrastructure Inc
2024-09-13,SAI,SAIH,Saiheat Ltd.
2024-09-17,WENA,KLTO,Klotho Neurosciences Inc
2024-09-17,TUP,TUPBQ,Tupperware Brands Corp
2024-09-17,PLMI,VEEA,Veea Inc
2024-09-18,KA,KANT,Kineta Inc
2024-09-18,PTWO,SBC,Sbc Medical Group Holdings Inc
2024-09-18,HNRA,EONR,Eon Resources Inc
2024-09-20,BFI,BFICQ,Burgerfi International Inc
2024-09-24,MEDS,SCNX,Scienture Holdings Inc
2024-09-27,ACAC,FOXX,Foxx Development Holdings Inc
2024-09-30,CACO,HTCO,Caravelle International Group
2024-09-30,NICK,OMCC,Old Market Capital Corp
2024-10-01,RCRT,NIXX,Nixxy Inc
2024-10-02,SSIC,LIEN,Chicago Atlantic Bdc Inc
2024-10-02,XFIN,BDMD,Baird Medical Investment Holdings Ltd.
2024-10-02,CHK,EXE,Expand Energy Corp
2024-10-02,AMSWA,LGTY,Logility Supply Chain Solutions Inc
2024-10-03,LCW,INV,Innventure Inc
2024-10-03,EVA,EVVAQ,Enviva Inc
2024-10-03,ELYM,CLYM,Climb Bio Inc
2024-10-07,RPHM,OKUR,Onkure Therapeutics Inc
2024-10-09,VIRI,DWTX,Dogwood Therapeutics Inc
2024-10-14,CIAN,CANPY,Cian PLC
2024-10-15,SGH,PENG,Penguin Solutions Inc
2024-10-16,AGBA,ILLR,Triller Group Inc
2024-10-18,KTRA,HURA,Tuhura Biosciences Inc
2024-10-18,YNDX,NBIS,Nebius Group Nv
2024-10-21,TCJH,WAI,Top Kingwin Ltd.
2024-10-22,INVO,NAYA,Naya Biosciences Inc
2024-10-23,FANH,AIFU,Aix Inc
2024-10-24,OCUP,IRD,Opus Genetics Inc
2024-10-28,NYCB,FLG,Flagstar Financial Inc
2024-10-28,ACST,GRCE,Grace Therapeutics Inc
2024-10-30,VEV,VEVMQ,Vicinity Motor Corp
2024-10-31,NUZE,IMG,Cimg Inc
2024-11-05,GLT,MAGN,Magnera Corp
2024-11-08,FIAC,DEVS,Devvstream Corp
2024-11-11,PRMW,PRMB,Primo Brands Corp
2024-11-12,PTSI,PAMT,Pamt Corp
2024-11-13,PMD,PMDI,Psychemedics Corp
2024-11-14,ACAB,ABP,Abpro Holdings Inc
2024-11-15,RCFA.U,RCFUF,Perception Capital Corp Iv
2024-11-15,RCFA.WS,RCFWF,Perception Capital Corp Iv
2024-11-18,CBRG,CBRRF,Chain Bridge I
2024-11-19,PEGY,SUNE,Sunation Energy Inc
2024-11-23,TMTC,ELPW,Elong Power Holding Ltd.
2024-11-26,CGA,ENFY,Enlightify Inc
2024-11-29,NRBO,MTVA,Metavia Inc
2024-11-29,VRM,VRMMQ,Vroom Inc
2024-12-03,MDJH,UOKA,Mdjm Ltd.
2024-12-05,ENG,ENGC,Englobal Corp
2024-12-06,BOCN,TNMG,Tnl Mediagene
2024-12-09,LIFE,MSPR,Msp Recovery Inc
2024-12-09,ROCL,NEHC,New Era Helium Inc
2024-12-09,TCS,TCSGQ,Container Store Group Inc
2024-12-11,THCP,CNCK,Coincheck Group Nv
2024-12-12,BOWL,LUCK,Lucky Strike Entertainment Corp
2024-12-16,LQR,YHC,Lqr House Inc
2024-12-16,PIRS,PVLA,Palvella Therapeutics Inc
2024-12-16,IVCP,ANNA,Aleanna Inc
2024-12-16,INAQ,AMOD,Alpha Modus Holdings Inc
2024-12-17,PFMT,PHLT,Performant Healthcare Inc
2024-12-17,LEV,LEVGQ,Lion Electric Co.
2024-12-18,HRYU,GITS,Global Interactive Technologies Inc
2024-12-18,ATIF,ZBAI,Atif Holdings Ltd.
2024-12-19,NR,NPKI,Npk International Inc
2024-12-20,JXJT,JXG,Jx Luxventure Group Inc
2024-12-23,FRES,FREHY,Fresh2 Group Ltd.
2024-12-24,BNOX,NEUP,Neuphoria Therapeutics Inc
2024-12-24,PIK,PIKM,Kidpik Corp
2025-01-02,VVI,PRSU,Pursuit Attractions & Hospitality Inc
2025-01-02,MITA,RAIN,Rain Enhancement Technologies Holdco Inc
2025-01-02,BSIG,AAMI,Acadian Asset Management Inc
2025-01-02,BGNE,ONC,Beigene Ltd.
2025-01-03,JBT,JBTM,Jbt Marel Corp
2025-01-03,MARX,STAI,Scantech Ai Systems Inc
2025-01-06,PALT,IPM,Intelligent Protection Management Corp
2025-01-06,RGF,RGFC,Real Good Food Company Inc
2025-01-07,HEAR,TBCH,Turtle Beach Corp
2025-01-08,MMV,MMVVF,Multimetaverse Holdings Ltd.
2025-01-13,ALRN,RNTX,Rein Therapeutics Inc
2025-01-14,BRKH,BZAI,Blaize Holdings Inc
2025-01-14,SPI,SPIEF,Spi Energy Co Ltd.
2025-01-15,CEIX,CNR,Core Natural Resources Inc
2025-01-21,SQ,XYZ,Block Inc
2025-01-21,SVMH,SVUHF,Srivaru Holding Ltd.
2025-01-24,DXFFY,DXF,Dunxin Financial Holdings Ltd.
2025-01-27,ISDR,ACCS,Access Newswire Inc
2025-01-27,EAST,BLNE,Eastside Distilling Inc
2025-01-27,GODN,GMHS,Gamehaus Holdings Inc
2025-01-27,LAAC,LAR,Lithium Argentina Ag
2025-01-27,QTI,QTIH,Qt Imaging Holdings Inc
2025-01-28,BCAN,FMTO,Femto Technologies Inc
2025-01-29,KNW,KNWN,Know Labs Inc
2025-02-03,RHE,RHEP,Regional Health Properties Inc
2025-02-03,NEP,XIFR,Xplr Infrastructure Lp
